gpu,backend,M,N,K,shape,flops,dtype,trials,warmup,iters,p50_ms,p90_ms,std_ms,tflops_p50,speedup_vs_torch_p50
NVIDIA A100-SXM4-80GB,torch,2048,8192,28672,2048x8192x28672,962072674304.0,float16,10,30,120,3.8883200327555336,3.8976836903889973,0.01931030546391555,247.42630909992468,
NVIDIA A100-SXM4-80GB,triton,2048,8192,28672,2048x8192x28672,962072674304.0,float16,10,30,120,4.914112091064453,4.91653818766276,0.004300648579441841,195.77751920909157,0.7912558689546048
NVIDIA A100-SXM4-80GB,torch,2048,8192,28672,2048x8192x28672,962072674304.0,bfloat16,10,30,120,3.886464055379232,3.8986940002441406,0.02395555853847631,247.5444673088899,
NVIDIA A100-SXM4-80GB,triton,2048,8192,28672,2048x8192x28672,962072674304.0,bfloat16,10,30,120,4.811758931477865,4.817155405680339,0.005345523551870668,199.9419937707712,0.8077013230971566
NVIDIA A100-SXM4-80GB,torch,2048,28672,8192,2048x28672x8192,962072674304.0,float16,10,30,120,3.841211700439453,3.8556337992350262,0.008470334679906807,250.4607268050168,
NVIDIA A100-SXM4-80GB,triton,2048,28672,8192,2048x28672x8192,962072674304.0,float16,10,30,120,4.545868937174479,4.564949188232422,0.01201647755965644,211.63669423826016,0.844989539629576
NVIDIA A100-SXM4-80GB,torch,2048,28672,8192,2048x28672x8192,962072674304.0,bfloat16,10,30,120,3.778457514444987,3.7893341064453128,0.032621420490227655,254.62048220100675,
NVIDIA A100-SXM4-80GB,triton,2048,28672,8192,2048x28672x8192,962072674304.0,bfloat16,10,30,120,4.751206461588541,4.757730967203776,0.00566332516615022,202.49018477347667,0.7952627495757528
NVIDIA A100-SXM4-80GB,torch,2048,32768,8192,2048x32768x8192,1099511627776.0,float16,10,30,120,4.346252950032552,4.355473937988281,0.03171310528235414,252.9792077029859,
NVIDIA A100-SXM4-80GB,triton,2048,32768,8192,2048x32768x8192,1099511627776.0,float16,10,30,120,5.434252929687499,5.446322428385417,0.0078924064820889,202.32985876850384,0.7997884909421186
NVIDIA A100-SXM4-80GB,torch,2048,32768,8192,2048x32768x8192,1099511627776.0,bfloat16,10,30,120,4.243980789184571,4.258389282226562,0.014824960917577725,259.0755430792743,
NVIDIA A100-SXM4-80GB,triton,2048,32768,8192,2048x32768x8192,1099511627776.0,bfloat16,10,30,120,5.612036387125651,5.628727620442708,0.017896963691249834,195.92025994313684,0.7562283093745645
NVIDIA A100-SXM4-80GB,torch,2048,8192,32768,2048x8192x32768,1099511627776.0,float16,10,30,120,4.45716069539388,4.4640475972493485,0.008598240528444667,246.6843138306091,
NVIDIA A100-SXM4-80GB,triton,2048,8192,32768,2048x8192x32768,1099511627776.0,float16,10,30,120,5.585288492838542,5.589771779378255,0.003047212509636048,196.858520233251,0.7980179897795526
NVIDIA A100-SXM4-80GB,torch,2048,8192,32768,2048x8192x32768,1099511627776.0,bfloat16,10,30,120,4.453512573242188,4.4607396443684895,0.03212049339342287,246.88638679996987,
NVIDIA A100-SXM4-80GB,triton,2048,8192,32768,2048x8192x32768,1099511627776.0,bfloat16,10,30,120,5.470643107096354,5.473958384195964,0.0056150411888957535,200.9839805396456,0.8140747780576703
